id,tagID,tagValue
1885,885::2191::709::16::4955::24::275::4356,fav songs::college rock::1982::new wave::1008::pop::post-punk::favorite bands
631,885::1157::16::724::25::24,fav songs::big hair::new wave::happy::80s::pop
1494,242::73::885::1098::16::2192::25::39::527::7869::8826::370,power pop::rock::fav songs::miserable::new wave::album rock::80s::dance::classic::my loving::late night tunes::favorite
613,885::2191::1181::79::25::78::73::127::8573::24::360::10212,fav songs::college rock::australian rock::alternative::80s::alternative rock::rock::seen live::life on mars::pop::australian::musikfuerrundumdieuhr
677,16::885::509::4938::25::10261::226::12208,new wave::fav songs::dance-pop::my favorites::80s::hang on::california::new wave and eighties
2322,74::885::16::494::395::18::575::25::4711::4938::1414::306::9425::10609,synthpop::fav songs::new wave::synth::new romantic::electronic::darkwave::80s::random songs::my favorites::talking heads::male vocalists::deep-clash::jam hot
2568,885::181::275::4633::79::16::8859::81::10117::6450::735,fav songs::punk::post-punk::wire::alternative::new wave::kicking::indie::phosphorescent::handclaps::70s
1383,16::885::1097::17::25::4711::483::24::4103::10772::11502,new wave::fav songs::covers::synth pop::80s::random songs::party::pop::johnny::part of my whole life::myupbeats
1084,78::56::956::73::6653::6900::79,alternative rock::melancholic::the beowulfs choice::rock::potf::title is a full sentence::alternative
1021,887::956::17::16::18::25::10092::216,new wave songs::the beowulfs choice::synth pop::new wave::electronic::80s::blitz playlist::american
1458,16::885::1162::2138::61::18::724::25::306,new wave::fav songs::tecno comedy::first-rate and free::industrial::electronic::happy::80s::male vocalists
856,16::25::885::1100::17::5818::74::508::26::24::8576::6900,new wave::80s::fav songs::rain::synth pop::4m4zinq::synthpop::love::atmospheric::pop::bobbi::title is a full sentence
2382,885::17::199::16::7253::541::9425::10092,fav songs::synth pop::electropop::new wave::check::japanese::deep-clash::blitz playlist
609,16::74::889::25::17::1048::6795::344::6855::10260::5526::4356::4141,new wave::synthpop::fav artists::80s::synth pop::1981::colors::witch house::love love love::80er::drum machine::favorite bands::old
1120,16::885::275::10092::25::1859,new wave::fav songs::post-punk::blitz playlist::80s::post punk
1944,889::14::25::18::16::395::306::309::10096,fav artists::ambient::80s::electronic::new wave::new romantic::male vocalists::electro::modern-classic
905,889::24::201::16::6809::17::25,fav artists::pop::guilty pleasures::new wave::famous persons::synth pop::80s
132,959::61::18::9::662::86::370,po-kraftwerkski::industrial::electronic::electro-industrial::perfect::ebm::favorite
780,889::17::18::24::16::25::508::2762::1355::5524::309::74,fav artists::synth pop::electronic::pop::new wave::80s::love::kick ass::christmas::swiss::electro::synthpop
1248,137::889::1223::2142::79::33::24::5453::127::352,specials to 3mmey::fav artists::marisa mix::songs for gil::alternative::experimental::pop::robots::seen live::90s
1786,73::78::72::661::3572,rock::alternative rock::hard rock::ballads::loved
651,73::961::109::2727::79::24::234::719::13::84::1911::191::4449::210::78::81::5286::3572::9821::1354,rock::zadrotstvo::pop rock::qt::alternative::pop::amazing::gossip girl::chillout::indie rock::cool::instrumental::90210::00s::alternative rock::indie::the vampire diaries::loved::inlove::soft rock
1694,73::1219::139::7554::285::793,rock::jrock::j-rock::j rock plastic tree::awesome::fucking awesome
1669,2139::73::285::190::7::1684::127::3::8160::13::713::1097::12644,halloween::rock::awesome::gothic rock::gothic metal::horrorpunk::seen live::goth rock::the fucking best::chillout::best song ever::covers::suomi
2679,7::828::127,gothic metal::finnish::seen live
1092,130::541::24::139,female vocalists::japanese::pop::j-rock
2443,24::209::192::39::1099::134::1354::709::80::850::4520::735::5535::797::511::73::1355::195::1236::1102::2726::25::6900::229,pop::legend::classic rock::dance::christmas blend::singer-songwriter::soft rock::1982::glam rock::cover::long track::70s::matell::masterpiece::english::rock::christmas::british::1970::duets::favorite songs::80s::title is a full sentence::epic
2283,141::1219::139::1,visual kei::jrock::j-rock::metal
1876,24::389::352::30::73,pop::britpop::90s::german::rock
1945,552::139::285::5060::1219::79::7559::73,weeabo::j-rock::awesome::tekkonkinkreet::jrock::alternative::j rock indie::rock
812,25::16::956::17::2191::3496::508::4711::5296::330::26::24::18::8583::121::12208,80s::new wave::the beowulfs choice::synth pop::college rock::artists::love::random songs::to sing::death::atmospheric::pop::electronic::outsiders::uk::new wave and eighties
503,7::1,gothic metal::metal
450,81::83::24::13::2513::105::130::1880::625::7593::500::195::1513,indie::jazz::pop::chillout::leave me alone::house::female vocalists::one tree hill::soul::soul-pop::brilliant::british::shit
2725,39::102::24::49::167,dance::hip-hop::pop::female vocalist::rnb
606,130::167::83::231::49::12025::12306,female vocalists::rnb::jazz::ballad::female vocalist::powerfull voices::american idol 3
1662,130::24::8487::167,female vocalists::pop::michelle williams::rnb
1028,79::625::18::3484::308::24::228::304::306::210::6763::8300::33,alternative::soul::electronic::cool stuff::latin::pop::catchy::hip hop::male vocalists::00s::prejebeno::good old times::experimental
21,15::102::18::21::7258::8670::127::13::713::1422,downtempo::hip-hop::electronic::trip-hop::i am a party girl here is my soundtrack::iron jesus::seen live::chillout::best song ever::trippy
881,292::5455::127::81::7761::8856::9817::508::8697,folk::heretics::seen live::indie::favorite band::coffeeshop::indie luv::love::heard on pandora
2406,47::18::33::13,idm::electronic::experimental::chillout
1709,83::2246::191::6586::9433::18,jazz::underground hip-hop::instrumental::hip hop instrumental::in the chillwave family::electronic
1923,831::81::3046::67::814::757::84::79::5452::6628::364::7761::1644::9183::73::134::11791,the best::indie::hipster garbage::noise::perfection::indie folk::indie rock::alternative::cigarettes::barkbarkdisco::favorites::favorite band::fuck yeah::new album loves::rock::singer-songwriter::not-emo
1008,292::79::6502::81::84::8728::850,folk::alternative::daytrotter::indie::indie rock::bi daha dinlicem::cover
2506,95::84::292::73::4289::81::79::185::6501::6628::364::6995::134::8966::9475::9957::13::10585::508::11130::330::8392::11791::213::12289,autumn::indie rock::folk::rock::songs ive obsessed over::indie::alternative::acoustic::play just some guy radio just some guy::barkbarkdisco::favorites::haligh::singer-songwriter::sad lovely touching expressive::more plays please::best bands ever::chillout::jukebox project::love::rip out my fucking heart why dont you::death::ich liebe dich::not-emo::beautiful::life unexpected
393,122::102::2246::6162::4471::210,old school::hip-hop::underground hip-hop::hip hop/rap::indie rap::00s
2183,102::228::6165::11526::352,hip-hop::catchy::wu-tang::casablanca::90s
5,33::84::88::75::127::79::9817::18,experimental::indie rock::psychedelic::psychedelic rock::seen live::alternative::indie luv::electronic
2331,84::835::127::5329::364::935::79::8462::9817::73::33::8392::275::81,indie rock::nostalgia::seen live::anti-folk::favorites::lo-fi::alternative::lastfm::indie luv::rock::experimental::ich liebe dich::post-punk::indie
510,1865::84::27::18::78::127::5453::6170::73::7088::81::8508::9118::9823::88::14::352::79::11879,my space::indie rock::ethereal::electronic::alternative rock::seen live::robots::descoperiri::rock::need to see live::indie::best songs in the world::hop aboard the spaceship::rock me babe::psychedelic::ambient::90s::alternative::hand claps
2338,81::33::757::2407::2166::127::292::13,indie::experimental::indie folk::gypsy::eclectic::seen live::folk::chillout
158,550::102::2785::2246::4471,black music 4 black ppl listened 2 by white hipsters::hip-hop::nice::underground hip-hop::indie rap
701,18::391::127::33::213::81::4102::88,electronic::shoegaze::seen live::experimental::beautiful::indie::4ad::psychedelic
379,47::18::14::13::33::7255::191::713::15,idm::electronic::ambient::chillout::experimental::mistagged track::instrumental::best song ever::downtempo
1271,296::6483::81::8858::73::11491,indie pop::complete sentences::indie::whimsical::rock::happygoodfunandhandclaps
2517,21::14::18::13::7253,trip-hop::ambient::electronic::chillout::check
911,95::25::2142::33::829::32::2183::134::1100::191::1302::6628::73::780::370::9825::10601,autumn::80s::songs for gil::experimental::blues::avant-garde::underground::singer-songwriter::rain::instrumental::composer::barkbarkdisco::rock::legends::favorite::just chillin::xxxmas
1916,187::21::5638::309::18,electronica::trip-hop::the avalanches::electro::electronic
1483,81::49::292::706::8711::13::130,indie::female vocalist::folk::2008::riot grrl::chillout::female vocalists
22,79::177::73::2476::78::2::1::72::6033::6483::6591::6763::1228::8125::170::4397::127::376::216::76::850::481,alternative::nu metal::rock::rap core::alternative rock::alternative metal::metal::hard rock::fusion metal::complete sentences::seen live twice::prejebeno::guitar solo::rage::grunge::political::seen live::metalcore::american::progressive metal::cover::usa
315,73::84::445::249::79::81::4258::4802::825::1434::216::127::16::88::4449,rock::indie rock::blues rock::garage rock::alternative::indie::barrelhouse covers::gta iv::relaxing::the beatles::american::seen live::new wave::psychedelic::90210
533,79::73::3829::84::127::1753::9960::793::78,alternative::rock::straight up modern rock::indie rock::seen live::cute::nice song::fucking awesome::alternative rock
434,181::78::127::2475,punk::alternative rock::seen live::electro punk
790,79::92::102::71::10125::1835::25::11691::103,alternative::dope::hip-hop::hiphop::pirate punk::beats::80s::egzamin::rap
460,1::177::73::56::2::1223::79::2140::78::370::661::364::6763::7255::7770::184::9823::10230::10532::10843::2426::11237::72::2185::481,metal::nu metal::rock::melancholic::alternative metal::marisa mix::alternative::rock hard::alternative rock::favorite::ballads::favorites::prejebeno::mistagged track::serj tankian::soundtrack::rock me babe::listened more than 10 times in a row::wish list::cock fight::system of a down::i cry when angels deserve to die::hard rock::music::usa
582,188::33::79::839::8728::9593,polish::experimental::alternative::sad::bi daha dinlicem::czesiek
1568,73::25::127::196,rock::80s::seen live::polish rock
848,73::79::127::9600,rock::alternative::seen live::lovelskie indie
2157,18::1849::33::74::238::15::309::7255::7725::39::8522::9432::10691::13::11490::11502::11933,electronic::orgasm::experimental::synthpop::sexy::downtempo::electro::mistagged track::deep cuts::dance::new discoverys::broken-clash::triple j::chillout::effy::myupbeats::girlamazing
981,1100::1223::170::78::167::73::24::72::18::5322::134::370::79,rain::marisa mix::grunge::alternative rock::rnb::rock::pop::hard rock::electronic::james bond::singer-songwriter::favorite::alternative
228,84::73::79::81::228::49::127::9820::195,indie rock::rock::alternative::indie::catchy::female vocalist::seen live::idolo::british
1570,81::84::1223::79::78::73::33::1136::127::4952::285::5742::6170::7760::7973::8621::8716::9705::9817::10691::234::26::3458::850::27::11791::296,indie::indie rock::marisa mix::alternative::alternative rock::rock::experimental::bass::seen live::oui fm::awesome::beatles julia::descoperiri::hella diy::sellout::six feet under soundtrack::indierock::best fucking song with organs that makes you want to jizz all over the place then clean it up and say rofl::indie luv::triple j::amazing::atmospheric::canada::cover::ethereal::not-emo::indie pop
2497,344::14::13::90::18::187::4886::7098::9437::11692,witch house::ambient::chillout::trance::electronic::electronica::female electronic::makes me cum::witch-clash::polecane
2486,1908::794::2139::76::386::1::72,grandmaaaaaaaaaa::play this loud enough to raise the dead::halloween::progressive metal::heavy metal::metal::hard rock
1461,1903::2137::76::14::1::33::229,professional::i am canadian::progressive metal::ambient::metal::experimental::epic
1640,76::352::7286,progressive metal::90s::prog metal
2761,30::61::14::179::18::575::10137,german::industrial::ambient::gothic::electronic::darkwave::true goth emo
2059,98::6482::4718::8625::134::9182::79::302::11692::2407::481,summer::skins soundtrack::alcohol::everythings illuminated soundtrack::singer-songwriter::sxsw2006::alternative::ethnic::polecane::gypsy::usa
1329,76::409::3579::191::7292,progressive metal::guitar virtuoso::instrumental rock::instrumental::insane guitar player
476,387::3259::73::76,progressive rock::symphonic prog::rock::progressive metal
616,76::364::1::25::7952::7286::9855,progressive metal::favorites::metal::80s::i used to like this ultra shit band::prog metal::abraham son of teraj brother of najor and aram inspired music
1527,615::1::3133::386::195::127::229::11800,power metal::metal::extreme power metal::heavy metal::british::seen live::epic::impressive
2115,72::25::147::192::5533::2139::387::73::4773,hard rock::80s::top::classic rock::fucking epic::halloween::progressive rock::rock::veronica mars
1809,1::130::2140::7::1365::179::73::177::7124::1478::2::9474::9640,metal::female vocalists::rock hard::gothic metal::female fronted metal::gothic::rock::nu metal::femme fronted metal::goth::alternative metal::hans::bazarov
2086,18::130::387::39::5::5820::6286::24::357,electronic::female vocalists::progressive rock::dance::death metal::bri11i4nt::love flowes on the grave::pop::dance pop
1982,167::24::49::1252::1671::109::130::12276,rnb::pop::female vocalist::christian::summer song::pop rock::female vocalists::soul searching
1018,95::73::78::2142::79::5454::6628::84::81::24::850,autumn::rock::alternative rock::songs for gil::alternative::co::barkbarkdisco::indie rock::indie::pop::cover
517,202::24::18::719::5854::6274::7937::8303::130,electro pop::pop::electronic::gossip girl::she knows you out there::bitchy lyrics::pop singles::tbu::female vocalists
1286,1765::195::39::3775::238::7938::1613::2670::12241,victoria beckham::british::dance::2000s::sexy::pop covers::bitch::fashion::spice
766,1492::49::73::24::39::18::238::1084::195::208::11499::389::130::12241,relax::female vocalist::rock::pop::dance::electronic::sexy::2006::british::diva::leftovergrooves::britpop::female vocalists::spice
350,24::201::25::13::8499::319::352::308,pop::guilty pleasures::80s::chillout::best songs of the 90s::spanish::90s::latin
353,581::24::39::130::7724::346::127::12241,boring::pop::dance::female vocalists::ricaaa::female::seen live::spice
1311,18::79::24::200::2349::7938,electronic::alternative::pop::hot::sweet::pop covers
1802,956::1107::2139::26::32::79::25,the beowulfs choice::avant garde::halloween::atmospheric::avant-garde::alternative::80s
966,16::956::1097::509::74::4938::2564::595::25::511::8513::9646::24::4070,new wave::the beowulfs choice::covers::dance-pop::synthpop::my favorites::fgth::war::80s::english::songs::anja1992::pop::xmas
1392,16::265::147::1890::709::128::4938::25::7863::8513::8574::850::4356::121,new wave::ska::top::two-tone::1982::hit::my favorites::80s::2 tone::songs::titans::cover::favorite bands::uk
1890,79::389::81::84::195::73::2463::16::24::127::78::13::6253::6852::6956::185::8954::352::6450::275::11934::12017,alternative::britpop::indie::indie rock::british::rock::gold::new wave::pop::seen live::alternative rock::chillout::animals::fav track of a band::the best songs of the world::acoustic::britpop 90s generation::90s::handclaps::post-punk::heartbroke::late night
1448,14::956::61::18::33::32::67,ambient::the beowulfs choice::industrial::electronic::experimental::avant-garde::noise
705,956::1098::24::192::80::735::508::195::8235::203::3970::12209,the beowulfs choice::miserable::pop::classic rock::glam rock::70s::love::british::1966::disco::lol::other great tracks
2448,16::265::956::6763::181,new wave::ska::the beowulfs choice::prejebeno::punk
2324,959::16::364::14::18::30::28,po-kraftwerkski::new wave::favorites::ambient::electronic::german::deutsch
1928,134::81::513::13::2883::185::79::73::5651::8303::8518::526::9820::4328::10585::8392::955::2068::12537,singer-songwriter::indie::nostalgic::chillout::damien::acoustic::alternative::rock::oh damien::tbu::songs diana sang on x factor::piano::idolo::friends::jukebox project::ich liebe dich::favourite::irish::bitter sweet
1090,562::61::30::9::18::565,futuremelon::industrial::german::electro-industrial::electronic::dark electro
1203,885::959::18::61::4630::4938::16::195::33::9435::3444::10110,fav songs::po-kraftwerkski::electronic::industrial::cabaret voltaire::my favorites::new wave::british::experimental::electroclash ingredients::sheffield::psychosis
685,184::1097::24::13::14::39::23::7::545::130::27::508::8500::11360::11859::10116,soundtrack::covers::pop::chillout::ambient::dance::new age::gothic metal::classical::female vocalists::ethereal::love::best songs of the 80s::dedicadas::heavenly voice::great covers
2399,95::527::1931::292::557::545::130::608::306::978::12529,autumn::classic::voice of italia::folk::easy listening::classical::female vocalists::italian::male vocalists::opera::nigger music
1101,1223::296::2824::292::81::33::4289::5455::134::7408::127::24::955,marisa mix::indie pop::violin::folk::indie::experimental::songs ive obsessed over::heretics::singer-songwriter::lunic::seen live::pop::favourite
288,143::977::1097::24::545::608::978::982::557::9192,classical - pop::classical crossover::covers::pop::classical::italian::opera::pop opera::easy listening::boyband
923,143::1096::13::306::24::231::608::781::982::545,classical - pop::chill zone::chillout::male vocalists::pop::ballad::italian::2010::pop opera::classical
1246,545::24::23::130::213,classical::pop::new age::female vocalists::beautiful
499,184::991::130::1089::545::10233,soundtrack::musical::female vocalists::songwriter::classical::taking over my mind
738,1097::130::191::18::11488::508::24,covers::female vocalists::instrumental::electronic::soundtrack of my childhood::love::pop
1057,18::79::1710::1870::2726::33::81::3359::78::73::24::730::5637::330::7252::352::46::127::13::6450::84::88::850::11879::11798::12029::134,electronic::alternative::one of my first favourite albums from the just-discovering-music-times::funky::favorite songs::experimental::indie::lips songs::alternative rock::rock::pop::love at first listen::beck::death::berep shows the love::90s::melancholy::seen live::chillout::handclaps::indie rock::psychedelic::cover::hand claps::yay::tinosoft::singer-songwriter
167,14::16::23::5687,ambient::new wave::new age::montreal
2127,376::2::1::72::130::7537::2021,metalcore::alternative metal::metal::hard rock::female vocalists::the dream::melodic metalcore
1645,321::130::24,french::female vocalists::pop
2657,73::25::608::24::12327,rock::80s::italian::pop::vasco
50,184::10186::18,soundtrack::up::electronic
2079,14::13::1097::4215::23::6172::4542::234,ambient::chillout::covers::gregorian::new age::special::ambiental::amazing
2749,81::84::73::78::3375::79::4717::109::3834::9817::249::10602::185::127,indie::indie rock::rock::alternative rock::memories::alternative::arcady::pop rock::britrock::indie luv::garage rock::dreamy-perfect pop::acoustic::seen live
2304,176::2724::73::5994::2043::169::3507::109::78,emo::brincando de ser taking back sunday::rock::rock brasil::foda::pop punk::brazilian rock::pop rock::alternative rock
2764,24::210::73::130::432,pop::00s::rock::female vocalists::brazilian
1995,102::18::1455::39::4495::304::81::85::127::79::130::713::789::11877::24::3252::11957::1882::12530,hip-hop::electronic::dancehall::dance::associative::hip hop::indie::funk::seen live::alternative::female vocalists::best song ever::2010s::awesome-ness::pop::crunk::electrolash::favorite song::macumba music
236,997::130::18::140::39,pure love::female vocalists::electronic::j-pop::dance
1262,73::1097::79::24::176::2139::2726::78::4901::127::1445::181::762::7095::186::180::169::8388::526::1513::11226::210::182::6070::12029::642,rock::covers::alternative::pop::emo::halloween::favorite songs::alternative rock::mcr::seen live::emotional::punk::not emo::demolition is my mcr favorite song::emocore::post-hardcore::pop punk::best rock::piano::shit::kinda emoish::00s::punk rock::altrock::tinosoft::guilty pleasure
772,130::164::145::140,female vocalists::k-pop::kpop::j-pop
1575,24::130::6085::39,pop::female vocalists::korean pop::dance
233,39::2270::140::24::18::5974::130::164::12021,dance::whip my hair::j-pop::pop::electronic::boa::female vocalists::k-pop::weekly top tracks
1609,81::389::73::617::84::127::719::79::6170::6482::6796::39::121::69::13::9817::10585::10691::191::4773::11791::78::213::11798,indie::britpop::rock::speed metal::indie rock::seen live::gossip girl::alternative::descoperiri::skins soundtrack::transport::dance::uk::dub::chillout::indie luv::jukebox project::triple j::instrumental::veronica mars::not-emo::alternative rock::beautiful::yay
668,5616::20::18::140,holy shit this music is better than sex i think im going to go murder my dog this is so awesome::lounge::electronic::j-pop
950,140::1291::1732::1316::24::4816::39::2666::218::18::12529,j-pop::performer::taboo::jpop::pop::j-cuties::dance::japanese pop::slut::electronic::nigger music
777,79::2726::292::4289::84::81::5329::364::7761::8497::826::9817::73::1964,alternative::favorite songs::folk::songs ive obsessed over::indie rock::indie::anti-folk::favorites::favorite band::all the best::chill::indie luv::rock::bouncy
1170,292::134::1223::2192::73::25::192::185::4258::247::6007::799::4498::6711::1236::780::13::9113::2726::3609::127::229,folk::singer-songwriter::marisa mix::album rock::rock::80s::classic rock::acoustic::barrelhouse covers::60s::surpising::genius::true blood::pro israel::1970::legends::chillout::imposter::favorite songs::harmonica::seen live::epic
1366,73::81::2142::79::84::78::6496::9182::18::14::789::4449,rock::indie::songs for gil::alternative::indie rock::alternative rock::greys anatomy::sxsw2006::electronic::ambient::2010s::90210
486,192::247::1160::75::8235::8502::10230::4340::228::4141,classic rock::60s::classic pop::psychedelic rock::1966::best songs of the 60s::listened more than 10 times in a row::surf rock::catchy::old
2536,1101::24::73::3286::81::8716::2958,morning::pop::rock::the rascals::indie::indierock::new jersey
2753,73::78::84::2444::79::238::285::206,rock::alternative rock::indie rock::only the young::alternative::sexy::awesome::<3
216,73::249::4717::81::79::84::9817::10586,rock::garage rock::arcady::indie::alternative::indie rock::indie luv::i buy singles for b-sides like this
1695,121::195::39::18::245::1858::483,uk::british::dance::electronic::garage::england::party
2778,81::195::9817::84,indie::british::indie luv::indie rock
1976,73::16::84::296::127::238::6628::17::206::719,rock::new wave::indie rock::indie pop::seen live::sexy::barkbarkdisco::synth pop::<3::gossip girl
717,24::2239::73::3048::321::83::134::1495::9831::15::247::2784,pop::cabaret::rock::chanson francaise::french::jazz::singer-songwriter::sex::riot boii::downtempo::60s::france
155,18::81::199::84::127::195::789::79,electronic::indie::electropop::indie rock::seen live::british::2010s::alternative
600,296::81::836::18::393::730::127::662::216::13::824::719,indie pop::indie::dreamy::electronic::dream pop::love at first listen::seen live::perfect::american::chillout::mellow::gossip girl
2081,33::292::127::5701::73::79,experimental::folk::seen live::pirate songs for piratey pirates::rock::alternative
1638,91::385::5::376::1::617::127,thrash metal::melodic death metal::death metal::metalcore::metal::speed metal::seen live
2503,14::33::15::13,ambient::experimental::downtempo::chillout
2276,33::14::18::13::567::8670::47::3709,experimental::ambient::electronic::chillout::rave::iron jesus::idm::braindance
2122,14::187::30::34::79::15::13::570::18::10489,ambient::electronica::german::minimal::alternative::downtempo::chillout::techno::electronic::thick as fuck
2394,95::134::1185::185::79::306::73::32::5311::5501::330::184::213::78::780::8106::642::192::625::24::10585::13::229::8392::850::1882::662,autumn::singer-songwriter::eerily beautiful::acoustic::alternative::male vocalists::rock::avant-garde::best cover ever::the voice of an angel will echo in our hearts forever::death::soundtrack::beautiful::alternative rock::legends::sadness::guilty pleasure::classic rock::soul::pop::jukebox project::chillout::epic::ich liebe dich::cover::favorite song::perfect
1127,73::180::14::6170::2::127::6976,rock::post-hardcore::ambient::descoperiri::alternative metal::seen live::i love this song
2773,76::1682::14::1::1842::5::7953,progressive metal::technical metal::ambient::metal::math metal::death metal::chugga chugga chugga
594,79::127::186::176::78::3597,alternative::seen live::emocore::emo::alternative rock::russia
1702,94::33::84::81::79::292::12372,winter::experimental::indie rock::indie::alternative::folk::cat power
1693,14::33::47::13,ambient::experimental::idm::chillout
2410,6::177::2::1722,industrial metal::nu metal::alternative metal::hard
1546,84::78::73::551::2142::79::81::839::127::1::6724::364::18::7553::8044::8306::8621::824::8716::762::9820::9967::13::166::16::10585::296::508::11273::210::8392::11879::185::12399,indie rock::alternative rock::rock::lastfm hipster artists::songs for gil::alternative::indie::sad::seen live::metal::title and registration::favorites::electronic::rock indie::quiet mellow tunes::songs that remind me of summer 07-08::six feet under soundtrack::mellow::indierock::not emo::idolo::musica perfeita::chillout::death cab for cutie::new wave::jukebox project::indie pop::love::relationships::00s::ich liebe dich::hand claps::acoustic::i will follow you into the dark
1469,1::378::1889::5::8548,metal::deathcore::progressive death metal::death metal::monstrous
232,83::130::4258::8504::14::640,jazz::female vocalists::barrelhouse covers::best songs of the 50s::ambient::urban
189,13::24::83::73::611::642::1639::3183::545,chillout::pop::jazz::rock::canadian::guilty pleasure::michael::nelly furtado::classical
1226,102::197::39::103::167::71::6162::6366::6765::8397::9088::483::304,hip-hop::gangsta rap::dance::rap::rnb::hiphop::hip hop/rap::mocne::just could not get any better::jams::ultimate crap::party::hip hop
61,192::25::201::2363::73::2737::24::72::6626::26::9262::109::49::735,classic rock::80s::guilty pleasures::ultimate rock ballads::rock::nancy wilson::pop::hard rock::late night love::atmospheric::80s i like::pop rock::female vocalist::70s
1903,79::292::6706::213::81::9124,alternative::folk::wedding songs::beautiful::indie::m is the man
1738,18::180,electronic::post-hardcore
1775,178::180::18,screamo::post-hardcore::electronic
1544,285::72::73::1358::78::2,awesome::hard rock::rock::post-grunge::alternative rock::alternative metal
788,137::79::958::73::2463::61::389::78::1880::5009::6798::127::7517::292::8300::3768::13::1353::81::9817::6900::4910::508::24::12207::121,specials to 3mmey::alternative::the pedofinder general::rock::gold::industrial::britpop::alternative rock::one tree hill::rockville ca::numbers::seen live::brit-pop::folk::good old times::peace::chillout::scottish::indie::indie luv::title is a full sentence::simple::love::pop::fresh love::uk
289,18::194::180::3952::1079::185,electronic::hardcore::post-hardcore::crabcore::trancecore::acoustic
1596,180::178,post-hardcore::screamo
1696,94::956::2142::81::73::84::3831::79::78::4289::127::5::9662::9817::10315::839::285::8392::11791::11877::6495,winter::the beowulfs choice::songs for gil::indie::rock::indie rock::feelgood::alternative::alternative rock::songs ive obsessed over::seen live::death metal::alternative rock  gooood::indie luv::suicide songs::sad::awesome::ich liebe dich::not-emo::awesome-ness::modest mouse
175,39::102::167::2349::83::24::13::130::850::8397::11272::11933,dance::hip-hop::rnb::sweet::jazz::pop::chillout::female vocalists::cover::jams::good rnb::girlamazing
628,102::6162::210::13::11060,hip-hop::hip hop/rap::00s::chillout::bone thugs
2071,102::304::103::92::127::6162::10313::527,hip-hop::hip hop::rap::dope::seen live::hip hop/rap::eclectic dance party favorites::classic
437,304::102::122::103::197,hip hop::hip-hop::old school::rap::gangsta rap
229,1642::1886::73::79::84::5327::5452::78::6294::81::5286::826::9820::393::24::2064,excellent reason for crying::fucking amazing::rock::alternative::indie rock::lag::cigarettes::alternative rock::sleeping::indie::the vampire diaries::chill::idolo::dream pop::pop::alt-country
257,3539::102::71::10122::13::103::197,good shit::hip-hop::hiphop::nice beat::chillout::rap::gangsta rap
2037,103::102::92::6162::238::10122::483::10313::352,rap::hip-hop::dope::hip hop/rap::sexy::nice beat::party::eclectic dance party favorites::90s
2212,79::81::84::1886::2142::1859::73::2876::3829::87::4289::78::4938::364::127::16::234::3120::8621::9472::285::6546::481,alternative::indie::indie rock::fucking amazing::songs for gil::post punk::rock::awesome singer::straight up modern rock::post-rock::songs ive obsessed over::alternative rock::my favorites::favorites::seen live::new wave::amazing::interpol::six feet under soundtrack::cesar::awesome::nyc::usa
862,550::92::197::226::102::11243::103,black music 4 black ppl listened 2 by white hipsters::dope::gangsta rap::california::hip-hop::eazy-e::rap
1641,123::92::103::71::11691,new york::dope::rap::hiphop::egzamin
370,543::72::73::1::409::78::5137::79::5740::14::6956::2661::3882::9823::9998::13::826::127::387::210::850::11877::829::33,stoner rock::hard rock::rock::metal::guitar virtuoso::alternative rock::road trip::alternative::watched live::ambient::the best songs of the world::groovy::tags::rock me babe::uhull::chillout::chill::seen live::progressive rock::00s::cover::awesome-ness::blues::experimental
71,209::1099::73::247::27::292::695::192::134::6801::503::8032::1236::8501::8620::185::184::10230::10585::7013::229::11489::94::4356,legend::christmas blend::rock::60s::ethereal::folk::oldies::classic rock::singer-songwriter::cops::live::dance with somebody::1970::best songs of the 70s::garden state soundtrack::acoustic::soundtrack::listened more than 10 times in a row::jukebox project::dreamlike::epic::my own private sunshine::winter::favorite bands
1745,73::2142::18::79::81::11935,rock::songs for gil::electronic::alternative::indie::smash it up
376,539::81::7188::7253::33,strings - organs  rubber wind::indie::approfondire::check::experimental
566,81::1223::130::84::49::24::296::5818::292::6482::5140::134::6976::79::73::13::11791::11879::12266::1882,indie::marisa mix::female vocalists::indie rock::female vocalist::pop::indie pop::4m4zinq::folk::skins soundtrack::driving::singer-songwriter::i love this song::alternative::rock::chillout::not-emo::hand claps::brooke fraser::favorite song
2374,1095::33::81::7761::292,lofi::experimental::indie::favorite band::folk
2093,73::79::84::78::1495::1210::3829::81::127::5677::30::8303::8516::8716::13::9822::39::11877::824::12266::481,rock::alternative::indie rock::alternative rock::sex::southern rock::straight up modern rock::indie::seen live::great bassline::german::tbu::raven girls top 20::indierock::chillout::remember him::dance::awesome-ness::mellow::brooke fraser::usa
2711,2143::296::24::32::127::33::6895::79::4328::67,my angular favourites::indie pop::pop::avant-garde::seen live::experimental::kick ass drummer::alternative::friends::noise
2782,4626::6628::127::7253::187::18::81::24,stereolab::barkbarkdisco::seen live::check::electronica::electronic::indie::pop
2505,83::526,jazz::piano
2291,134::81::127::5457::2610::9172::33::185,singer-songwriter::indie::seen live::español::new weird america::so fucking good::experimental::acoustic
458,299::130::1484::8734::308,world::female vocalists::portuguese::ara bul::latin
2198,1038::73::10559::8116::12638,1999::rock::ohmydamn::turkish rock::ezbeni
1161,94::611::127::364,winter::canadian::seen live::favorites
